year,brand,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age
2013,0,11,2100000.0,40000.0,1,2,10,8.0
2012,1,3,1800000.0,82000.0,1,2,4,9.0
2019,18,17,2700000.0,30000.0,1,2,24,2.0
2017,21,51,4500000.0,17000.0,1,2,2,4.0
2013,7,18,425000.0,100000.0,1,2,7,8.0
2013,8,167,410000.0,83000.0,1,2,14,8.0
2018,8,144,1250000.0,38000.0,1,2,14,3.0
2012,7,38,525000.0,40000.0,3,2,7,9.0
2016,1,5,5650000.0,54000.0,1,2,4,5.0
2014,1,0,2250000.0,55000.0,1,2,4,7.0
2021,6,57,3850000.0,8000.0,1,2,8,0.0
2014,5,13,2000000.0,18000.0,3,2,43,7.0
2019,7,88,900000.0,11505.0,3,2,7,2.0
2018,28,87,2150000.0,7686.0,1,2,1,3.0
2019,7,88,900000.0,1664.0,3,2,7,2.0
2016,8,45,1090000.0,69138.0,1,2,14,5.0
2020,28,87,2790000.0,2762.0,1,2,1,1.0
2017,7,146,800000.0,4593.0,3,2,7,4.0
2015,20,60,725000.0,75000.0,1,2,32,6.0
2013,28,87,1100000.0,107000.0,1,2,1,8.0
2016,7,38,810000.0,62000.0,1,2,7,5.0
2008,8,124,170000.0,63000.0,3,2,14,13.0
2014,25,49,565000.0,25000.0,3,2,15,7.0
2015,8,166,400000.0,40000.0,3,2,14,6.0
2018,8,144,1025000.0,40000.0,1,2,14,3.0
2010,27,102,80000.0,10001.0,3,2,40,11.0
2019,8,144,1195000.0,10000.0,3,2,14,2.0
2016,18,132,875000.0,38000.0,1,2,24,5.0
2019,20,145,1150000.0,14000.0,1,2,32,2.0
2019,7,88,790000.0,11000.0,3,2,7,2.0
2018,18,160,1290000.0,29000.0,1,2,24,3.0
2020,18,159,990000.0,2000.0,3,2,24,1.0
2019,8,144,925000.0,24800.0,3,2,14,2.0
2020,18,159,1390000.0,25000.0,1,2,24,1.0
2017,7,146,875000.0,46000.0,1,2,7,4.0
2018,6,53,1090000.0,20000.0,1,2,8,3.0
2020,18,159,1390000.0,25000.0,1,2,24,1.0
2018,6,53,1090000.0,20000.0,1,2,8,3.0
2021,6,57,3850000.0,8000.0,1,2,8,0.0
2017,7,146,875000.0,46000.0,1,2,7,4.0
2019,8,144,1195000.0,10000.0,3,2,14,2.0
2019,26,115,1175000.0,10000.0,3,2,27,2.0
2019,11,40,2190000.0,24000.0,3,2,19,2.0
2018,18,160,1290000.0,29000.0,1,2,24,3.0
2019,8,144,925000.0,24800.0,3,2,14,2.0
2020,18,159,990000.0,2000.0,3,2,24,1.0
2014,7,38,790000.0,20000.0,3,2,7,7.0
2015,29,141,620000.0,54000.0,1,2,3,6.0
2010,20,116,285000.0,72000.0,3,2,32,11.0
2014,0,10,1850000.0,72000.0,1,2,10,7.0
2016,8,56,630000.0,5700.0,3,2,14,5.0
2014,18,27,540000.0,180000.0,1,2,24,7.0
2018,8,45,1250000.0,40000.0,1,2,14,3.0
2013,6,53,650000.0,60000.0,3,2,8,8.0
2012,7,38,525000.0,40000.0,3,2,7,9.0
2012,7,38,750000.0,65000.0,3,2,7,9.0
2011,7,38,490000.00000000006,80000.0,3,2,7,10.0
2019,8,56,625000.0,33000.0,3,2,14,2.0
2020,25,92,530000.0,11500.0,3,2,15,1.0
2019,30,153,5600000.0,40000.0,1,2,9,2.0
2019,30,153,5600000.0,40000.0,1,2,9,2.0
2020,25,92,530000.0,11500.0,3,2,15,1.0
2010,21,117,2400000.0,57000.0,1,2,2,11.0
2005,21,29,550000.0,74000.0,3,2,2,16.0
2011,21,29,1250000.0,97000.0,1,2,2,10.0
2007,7,32,475000.0,120000.0,3,2,7,14.0
2021,8,142,1050000.0,2000.0,3,2,14,0.0
2016,8,56,630000.0,57000.0,3,2,14,5.0
2014,10,156,2200000.0,78000.0,1,2,40,7.0
2019,29,107,2850000.0,25000.0,1,2,3,2.0
2015,29,141,600000.0,66000.0,3,2,3,6.0
2016,1,5,5650000.0,54000.0,1,2,4,5.0
2012,20,147,300000.0,76000.0,3,2,32,9.0
2019,20,15,390000.0,13000.0,3,2,32,2.0
2018,20,37,950000.0,25000.0,3,2,32,3.0
2012,8,167,375000.0,66000.0,3,2,14,9.0
2014,29,141,575000.0,86000.0,1,2,3,7.0
2018,11,40,1650000.0,39500.0,1,2,19,3.0
2004,28,33,500000.0,70500.0,3,2,1,17.0
2011,0,10,1200000.0,44000.0,1,2,10,10.0
2011,7,14,750000.0,65000.0,3,2,7,10.0
2015,29,108,700000.0,50000.0,3,2,3,6.0
2014,1,0,2250000.0,55000.0,1,2,4,7.0
2019,1,3,5190000.0,53000.0,1,2,4,2.0
2019,20,15,390000.0,13000.0,3,2,32,2.0
2012,20,147,300000.0,76000.0,3,2,32,9.0
2017,14,63,3550000.0,80400.0,1,2,18,4.0
2007,1,4,1800000.0,30900.0,3,2,4,14.0
2015,1,5,3800000.0,40500.0,1,2,4,6.0
2018,1,3,4900000.0,39000.0,1,2,4,3.0
2014,1,0,2250000.0,55000.0,1,2,4,7.0
2014,18,160,1050000.0,58200.0,1,2,24,7.0
2019,29,107,2850000.0,25000.0,1,2,3,2.0
2012,28,87,1200000.0,108000.0,1,2,1,9.0
2012,8,167,375000.0,66000.0,3,2,14,9.0
2012,7,38,550000.0,55000.0,3,2,7,9.0
2011,30,153,1150000.0,80000.0,1,2,9,10.0
2019,28,87,2175000.0,39900.0,1,2,1,2.0
2013,29,141,475000.0,66000.0,3,2,3,8.0
2016,20,131,610000.0,15000.0,3,2,32,5.0
2015,8,45,950000.0,79900.0,1,2,14,6.0
2011,8,166,360000.0,22000.0,3,2,14,10.0
2012,0,11,1450000.0,55000.0,1,2,10,9.0
2016,7,38,790000.0,45000.0,3,2,7,5.0
2019,18,160,1650000.0,19900.0,1,2,24,2.0
2019,8,144,1300000.0,4000.0,3,2,14,2.0
2012,21,73,2400000.0,148000.0,1,2,2,9.0
2018,8,56,650000.0,18000.0,3,2,14,3.0
2019,18,160,1650000.0,19900.0,1,2,24,2.0
2012,18,160,800000.0,85000.0,1,2,24,9.0
2013,0,112,2150000.0,83000.0,1,2,10,8.0
2016,7,38,790000.0,45000.0,3,2,7,5.0
2014,8,56,550000.0,52000.0,1,2,14,7.0
2016,20,36,425000.0,35000.0,3,2,32,5.0
2016,28,87,1700000.0,79900.0,1,2,1,5.0
2012,0,11,1450000.0,55000.0,1,2,10,9.0
2018,25,49,925000.0,50000.0,1,2,15,3.0
2015,28,87,1350000.0,85000.0,1,2,1,6.0
2015,21,29,2350000.0,43000.0,1,2,2,6.0
2012,21,73,2400000.0,148000.0,1,2,2,9.0
2015,8,56,575000.0,39000.0,3,2,14,6.0
2018,8,144,1200000.0,19900.0,3,2,14,3.0
2017,20,36,470000.0,51000.0,3,2,32,4.0
2017,14,63,3500000.0,30980.0,1,2,18,4.0
2016,0,110,1395000.0,72000.0,1,2,10,5.0
2014,1,3,2800000.0,27000.0,1,2,4,7.0
2018,8,56,650000.0,18000.0,3,2,14,3.0
2015,20,37,675000.0,62000.0,3,2,32,6.0
2016,8,45,770000.0,175000.0,1,2,14,5.0
2011,23,99,225000.0,51000.0,3,2,11,10.0
2016,8,45,925000.0,40000.0,1,2,14,5.0
2019,8,142,1125000.0,14000.0,3,2,14,2.0
2016,6,53,680000.0,69000.0,3,2,8,5.0
2011,23,99,225000.0,51000.0,3,2,11,10.0
2016,8,45,925000.0,40000.0,1,2,14,5.0
2017,8,81,380000.0,62000.0,1,2,14,4.0
2018,20,37,825000.0,22000.0,3,2,32,3.0
2020,28,87,2550000.0,9500.0,1,2,1,1.0
2015,29,141,700000.0,60000.0,3,2,3,6.0
2012,14,63,2350000.0,63000.0,1,2,18,9.0
2012,8,167,375000.0,66000.0,3,2,14,9.0
2018,0,110,2650000.0,81296.0,1,2,10,3.0
2017,20,25,650000.0,32000.0,3,2,32,4.0
2012,21,29,1400000.0,87500.0,1,2,2,9.0
2017,20,60,910000.0,48000.0,1,2,32,4.0
2019,8,142,1125000.0,14000.0,3,2,14,2.0
2012,8,144,550000.0,52000.0,1,2,14,9.0
2018,8,144,1250000.0,38000.0,1,2,14,3.0
2017,8,56,750000.0,40000.0,1,2,14,4.0
2019,8,45,990000.0,58000.0,1,2,14,2.0
2011,28,87,869999.9999999999,120000.0,1,2,1,10.0
2018,20,37,869999.9999999999,38000.0,3,2,32,3.0
2015,8,166,325000.0,54000.0,3,2,14,6.0
2015,18,134,750000.0,64000.0,1,2,24,6.0
2012,1,148,1385000.0,59000.0,1,2,4,9.0
2010,20,122,240000.0,90000.0,3,2,32,11.0
2008,8,166,250000.0,73000.0,3,2,14,13.0
2016,6,67,475000.0,40000.0,1,2,8,5.0
2016,6,57,2225000.0,65000.0,1,2,8,5.0
2016,25,49,690000.0,70000.0,1,2,15,5.0
2014,8,56,515000.00000000006,29000.0,3,2,14,7.0
2015,8,166,325000.0,54000.0,3,2,14,6.0
2019,12,126,1590000.0,7000.0,3,2,20,2.0
2019,6,53,890000.0,45000.0,1,2,8,2.0
2016,6,57,2090000.0,74000.0,1,2,8,5.0
2012,18,160,750000.0,130000.0,1,2,24,9.0
2016,6,53,575000.0,68000.0,1,2,8,5.0
2017,7,88,725000.0,13000.0,3,2,7,4.0
2016,18,132,675000.0,64000.0,1,2,24,5.0
2011,6,57,950000.0,60000.0,1,2,8,10.0
2017,8,81,550000.0,44000.0,3,2,14,4.0
2017,6,57,2290000.0,61000.0,1,2,8,4.0
2014,28,87,1149000.0,112000.0,1,2,1,7.0
2012,1,148,1385000.0,59000.0,1,2,4,9.0
2017,6,57,2400000.0,90000.0,1,2,8,4.0
2012,18,125,650000.0,135000.0,1,2,24,9.0
2016,1,149,3400000.0,40000.0,1,2,4,5.0
2013,28,87,1250000.0,130000.0,1,2,1,8.0
2019,20,131,600000.0,62000.0,1,2,32,2.0
2017,8,81,380000.0,65000.0,1,2,14,4.0
2012,28,43,650000.0,77000.0,1,2,1,9.0
2013,26,94,625000.0,106000.0,3,2,27,8.0
2016,6,53,750000.0,34000.0,1,2,8,5.0
2015,0,12,4500000.0,57700.0,1,2,10,6.0
2018,28,87,2300000.0,40000.0,1,2,1,3.0
2017,8,81,380000.0,65000.0,1,2,14,4.0
2020,8,139,2500000.0,4500.0,3,2,14,1.0
2015,8,59,320000.0,36000.0,3,2,14,6.0
2019,8,45,1380000.0,32000.0,3,2,14,2.0
2015,8,81,445000.0,65000.0,1,2,14,6.0
2019,20,131,600000.0,62000.0,1,2,32,2.0
2017,30,119,3950000.0,49855.0,3,2,9,4.0
2017,6,100,6500000.0,11100.0,3,2,8,4.0
2016,1,148,2600000.0,37000.0,1,2,4,5.0
2016,10,156,2850000.0,63000.0,1,2,40,5.0
2013,21,97,2400000.0,120000.0,1,2,2,8.0
2017,20,37,785000.0,49000.0,3,2,32,4.0
2017,8,144,875000.0,10001.0,3,2,14,4.0
2015,0,110,2200000.0,76000.0,1,2,10,6.0
2011,28,87,1000000.0,190000.0,1,2,1,10.0
2017,29,108,585000.0,38000.0,3,2,3,4.0
2020,12,127,1450000.0,3000.0,3,2,20,1.0
2017,8,45,1025000.0,37000.0,3,2,14,4.0
2019,8,144,995000.0,17000.0,3,2,14,2.0
2020,1,150,6800000.0,20000.0,3,2,4,1.0
2017,27,84,1075000.0,85000.0,1,2,40,4.0
2012,25,49,525000.0,65000.0,1,2,15,9.0
